FID,CruiseID,Survey,Date_,Time_UTC,StnCode,GearCode,GearName,StnNumber,Replicate,FixNumber,DecLat84,DecLon84,DepthBH,No_Sample
ME5301_ActualPositions_RC20130128.1,CEND1509,Torbay Transect (TB),27/10/2009,00:50,TORSPI01,SPI Cam,SPI plus Video Camera,7,A,10,50.42803,-3.442068,33,
ME5301_ActualPositions_RC20130128.2,CEND1509,Torbay Transect (TB),27/10/2009,00:54,TORSPI01,SPI Cam,SPI plus Video Camera,7,B,11,50.4281,-3.442001,33,
ME5301_ActualPositions_RC20130128.3,CEND1509,Torbay Transect (TB),27/10/2009,00:57,TORSPI01,SPI Cam,SPI plus Video Camera,7,C,12,50.42818,-3.441928,33,
ME5301_ActualPositions_RC20130128.4,CEND1509,Torbay Transect (TB),27/10/2009,00:59,TORSPI01,SPI Cam,SPI plus Video Camera,7,D,13,50.42825,-3.441855,33,
ME5301_ActualPositions_RC20130128.5,CEND1509,Torbay Transect (TB),27/10/2009,01:02,TORSPI01,SPI Cam,SPI plus Video Camera,7,E,14,50.42841,-3.44171,33,
ME5301_ActualPositions_RC20130128.6,CEND1509,Torbay Transect (TB),27/10/2009,01:37,TORSPI02,SPI Cam,SPI plus Video Camera,8,A,15,50.4058,-3.403711,42,
ME5301_ActualPositions_RC20130128.7,CEND1509,Torbay Transect (TB),27/10/2009,01:39,TORSPI02,SPI Cam,SPI plus Video Camera,8,B,16,50.40583,-3.403584,42,
ME5301_ActualPositions_RC20130128.8,CEND1509,Torbay Transect (TB),27/10/2009,01:41,TORSPI02,SPI Cam,SPI plus Video Camera,8,C,17,50.40588,-3.40346,42,
ME5301_ActualPositions_RC20130128.9,CEND1509,Torbay Transect (TB),27/10/2009,01:44,TORSPI02,SPI Cam,SPI plus Video Camera,8,D,18,50.40592,-3.40334,42,
ME5301_ActualPositions_RC20130128.10,CEND1509,Torbay Transect (TB),27/10/2009,01:47,TORSPI02,SPI Cam,SPI plus Video Camera,8,E,19,50.40597,-3.403214,42,
ME5301_ActualPositions_RC20130128.11,CEND1509,Torbay Transect (TB),27/10/2009,02:16,TORSPI03,SPI Cam,SPI plus Video Camera,9,A,20,50.38306,-3.364152,50,
ME5301_ActualPositions_RC20130128.12,CEND1509,Torbay Transect (TB),27/10/2009,02:19,TORSPI03,SPI Cam,SPI plus Video Camera,9,B,21,50.3831,-3.364051,50,
ME5301_ActualPositions_RC20130128.13,CEND1509,Torbay Transect (TB),27/10/2009,02:21,TORSPI03,SPI Cam,SPI plus Video Camera,9,C,22,50.38316,-3.363938,50,
ME5301_ActualPositions_RC20130128.14,CEND1509,Torbay Transect (TB),27/10/2009,02:24,TORSPI03,SPI Cam,SPI plus Video Camera,9,D,23,50.38321,-3.363803,50,
ME5301_ActualPositions_RC20130128.15,CEND1509,Torbay Transect (TB),27/10/2009,02:27,TORSPI03,SPI Cam,SPI plus Video Camera,9,E,24,50.38325,-3.363698,50,
ME5301_ActualPositions_RC20130128.16,CEND1509,Torbay Transect (TB),27/10/2009,02:57,TORSPI04,SPI Cam,SPI plus Video Camera,10,A,25,50.36055,-3.325548,52,
ME5301_ActualPositions_RC20130128.17,CEND1509,Torbay Transect (TB),27/10/2009,02:59,TORSPI04,SPI Cam,SPI plus Video Camera,10,B,26,50.36058,-3.325424,52,
ME5301_ActualPositions_RC20130128.18,CEND1509,Torbay Transect (TB),27/10/2009,03:01,TORSPI04,SPI Cam,SPI plus Video Camera,10,C,27,50.36063,-3.3253,52,
ME5301_ActualPositions_RC20130128.19,CEND1509,Torbay Transect (TB),27/10/2009,03:04,TORSPI04,SPI Cam,SPI plus Video Camera,10,D,28,50.36066,-3.325174,52,
ME5301_ActualPositions_RC20130128.20,CEND1509,Torbay Transect (TB),27/10/2009,03:06,TORSPI04,SPI Cam,SPI plus Video Camera,10,E,29,50.3607,-3.32505,52,
ME5301_ActualPositions_RC20130128.21,CEND1509,Torbay Transect (TB),27/10/2009,03:29,TORSPI05,SPI Cam,SPI plus Video Camera,11,A,30,50.35011,-3.305821,53,
ME5301_ActualPositions_RC20130128.22,CEND1509,Torbay Transect (TB),27/10/2009,03:31,TORSPI05,SPI Cam,SPI plus Video Camera,11,B,31,50.35005,-3.305941,53,
ME5301_ActualPositions_RC20130128.23,CEND1509,Torbay Transect (TB),27/10/2009,03:34,TORSPI05,SPI Cam,SPI plus Video Camera,11,C,32,50.35001,-3.30606,53,
ME5301_ActualPositions_RC20130128.24,CEND1509,Torbay Transect (TB),27/10/2009,03:36,TORSPI05,SPI Cam,SPI plus Video Camera,11,D,33,50.34997,-3.3062,53,
ME5301_ActualPositions_RC20130128.25,CEND1509,Torbay Transect (TB),27/10/2009,03:39,TORSPI05,SPI Cam,SPI plus Video Camera,11,E,34,50.34993,-3.306323,53,
ME5301_ActualPositions_RC20130128.26,CEND1509,Torbay Transect (TB),27/10/2009,04:06,TORSPI06,SPI Cam,SPI plus Video Camera,12,A,35,50.32574,-3.264126,52,
ME5301_ActualPositions_RC20130128.27,CEND1509,Torbay Transect (TB),27/10/2009,04:14,TORSPI06,SPI Cam,SPI plus Video Camera,12,B,36,50.32573,-3.264123,52,
ME5301_ActualPositions_RC20130128.28,CEND1509,Torbay Transect (TB),27/10/2009,04:17,TORSPI06,SPI Cam,SPI plus Video Camera,12,C,37,50.3257,-3.264253,52,
ME5301_ActualPositions_RC20130128.29,CEND1509,Torbay Transect (TB),27/10/2009,04:19,TORSPI06,SPI Cam,SPI plus Video Camera,12,D,38,50.32566,-3.264361,52,
ME5301_ActualPositions_RC20130128.30,CEND1509,Torbay Transect (TB),27/10/2009,04:22,TORSPI06,SPI Cam,SPI plus Video Camera,12,E,39,50.32562,-3.264493,52,
ME5301_ActualPositions_RC20130128.31,CEND1509,Torbay Transect (TB),27/10/2009,04:47,TORSPI07,SPI Cam,SPI plus Video Camera,13,A,40,50.31395,-3.243891,56,
ME5301_ActualPositions_RC20130128.32,CEND1509,Torbay Transect (TB),27/10/2009,04:49,TORSPI07,SPI Cam,SPI plus Video Camera,13,B,41,50.31386,-3.243954,56,
ME5301_ActualPositions_RC20130128.33,CEND1509,Torbay Transect (TB),27/10/2009,04:51,TORSPI07,SPI Cam,SPI plus Video Camera,13,C,42,50.31379,-3.243988,56,
ME5301_ActualPositions_RC20130128.34,CEND1509,Torbay Transect (TB),27/10/2009,04:54,TORSPI07,SPI Cam,SPI plus Video Camera,13,D,43,50.31369,-3.244063,56,
ME5301_ActualPositions_RC20130128.35,CEND1509,Torbay Transect (TB),27/10/2009,04:57,TORSPI07,SPI Cam,SPI plus Video Camera,13,E,44,50.31359,-3.244091,56,
ME5301_ActualPositions_RC20130128.36,CEND1509,Torbay Transect (TB),27/10/2009,05:21,TORSPI08,SPI Cam,SPI plus Video Camera,14,A,45,50.30126,-3.223556,57,
ME5301_ActualPositions_RC20130128.37,CEND1509,Torbay Transect (TB),27/10/2009,05:23,TORSPI08,SPI Cam,SPI plus Video Camera,14,B,46,50.30117,-3.223556,57,
ME5301_ActualPositions_RC20130128.38,CEND1509,Torbay Transect (TB),27/10/2009,05:25,TORSPI08,SPI Cam,SPI plus Video Camera,14,C,47,50.30107,-3.223566,57,
ME5301_ActualPositions_RC20130128.39,CEND1509,Torbay Transect (TB),27/10/2009,05:28,TORSPI08,SPI Cam,SPI plus Video Camera,14,D,48,50.30098,-3.223566,57,
ME5301_ActualPositions_RC20130128.40,CEND1509,Torbay Transect (TB),27/10/2009,05:31,TORSPI08,SPI Cam,SPI plus Video Camera,14,E,49,50.3009,-3.223598,57,
ME5301_ActualPositions_RC20130128.41,CEND1509,Torbay Transect (TB),27/10/2009,08:12,TBM1,RST,Rosette,15,A,50,50.42836,-3.441914,,
ME5301_ActualPositions_RC20130128.42,CEND1509,Torbay Transect (TB),27/10/2009,11:30,TBM1,HG,0.1m2 Hamon Grab,17,A,58,50.42767,-3.44159,32,
ME5301_ActualPositions_RC20130128.43,CEND1509,Torbay Transect (TB),27/10/2009,11:37,TBM1,HG,0.1m2 Hamon Grab,17,B,59,50.42762,-3.441525,32,
ME5301_ActualPositions_RC20130128.44,CEND1509,Torbay Transect (TB),27/10/2009,11:41,TBM1,HG,0.1m2 Hamon Grab,17,C,60,50.42757,-3.441509,32,
ME5301_ActualPositions_RC20130128.45,CEND1509,Torbay Transect (TB),27/10/2009,11:45,TBM1,HG,0.1m2 Hamon Grab,17,D,61,50.42759,-3.441416,32,
ME5301_ActualPositions_RC20130128.46,CEND1509,Torbay Transect (TB),27/10/2009,11:47,TBM1,HG,0.1m2 Hamon Grab,17,E,62,50.4276,-3.441358,32,
ME5301_ActualPositions_RC20130128.47,CEND1509,Torbay Transect (TB),27/10/2009,13:58,SPI01,SPI Cam,SPI plus Video Camera,19,A,64,50.42776,-3.441393,32,
ME5301_ActualPositions_RC20130128.48,CEND1509,Torbay Transect (TB),27/10/2009,14:01,SPI01,SPI Cam,SPI plus Video Camera,19,B,65,50.42778,-3.441411,32,
ME5301_ActualPositions_RC20130128.49,CEND1509,Torbay Transect (TB),27/10/2009,14:06,SPI01,SPI Cam,SPI plus Video Camera,19,C,66,50.42783,-3.441422,32,
ME5301_ActualPositions_RC20130128.50,CEND1509,Torbay Transect (TB),27/10/2009,14:09,SPI01,SPI Cam,SPI plus Video Camera,19,D,67,50.42787,-3.441458,32,
ME5301_ActualPositions_RC20130128.51,CEND1509,Torbay Transect (TB),27/10/2009,14:11,SPI01,SPI Cam,SPI plus Video Camera,19,E,68,50.42792,-3.441485,32,
ME5301_ActualPositions_RC20130128.52,CEND1509,Torbay Transect (TB),27/10/2009,15:20,SPI02,SPI Cam,SPI plus Video Camera,21,A,72,50.40631,-3.402788,42,
ME5301_ActualPositions_RC20130128.53,CEND1509,Torbay Transect (TB),27/10/2009,15:23,SPI02,SPI Cam,SPI plus Video Camera,21,B,73,50.40627,-3.402774,42,
ME5301_ActualPositions_RC20130128.54,CEND1509,Torbay Transect (TB),27/10/2009,15:26,SPI02,SPI Cam,SPI plus Video Camera,21,C,74,50.40621,-3.402781,42,
ME5301_ActualPositions_RC20130128.55,CEND1509,Torbay Transect (TB),27/10/2009,15:29,SPI02,SPI Cam,SPI plus Video Camera,21,D,75,50.4062,-3.402781,42,
ME5301_ActualPositions_RC20130128.56,CEND1509,Torbay Transect (TB),27/10/2009,15:31,SPI02,SPI Cam,SPI plus Video Camera,21,E,76,50.40611,-3.402758,42,
ME5301_ActualPositions_RC20130128.57,CEND1509,Torbay Transect (TB),27/10/2009,16:07,SPI03,SPI Cam,SPI plus Video Camera,22,A,77,50.38319,-3.363666,50,
ME5301_ActualPositions_RC20130128.58,CEND1509,Torbay Transect (TB),27/10/2009,16:29,SPI03,SPI Cam,SPI plus Video Camera,22,B,81,50.38309,-3.363653,50,
ME5301_ActualPositions_RC20130128.59,CEND1509,Torbay Transect (TB),27/10/2009,16:33,SPI03,SPI Cam,SPI plus Video Camera,22,C,82,50.38302,-3.363651,50,
ME5301_ActualPositions_RC20130128.60,CEND1509,Torbay Transect (TB),27/10/2009,16:37,SPI03,SPI Cam,SPI plus Video Camera,22,D,83,50.38303,-3.363645,50,
ME5301_ActualPositions_RC20130128.61,CEND1509,Torbay Transect (TB),27/10/2009,16:40,SPI03,SPI Cam,SPI plus Video Camera,22,E,84,50.38298,-3.363642,50,
ME5301_ActualPositions_RC20130128.62,CEND1509,Torbay Transect (TB),27/10/2009,16:10,SPI03,SPI Cam,SPI plus Video Camera,22,X,78,50.38312,-3.363676,50,TRUE
ME5301_ActualPositions_RC20130128.63,CEND1509,Torbay Transect (TB),27/10/2009,16:20,SPI03,SPI Cam,SPI plus Video Camera,22,X,80,50.38308,-3.363656,50,TRUE
ME5301_ActualPositions_RC20130128.64,CEND1509,Torbay Transect (TB),27/10/2009,17:39,TMB1,WB,Wooden Beam Trawl (2 mere),23,A,85,50.42886,-3.441195,31,
ME5301_ActualPositions_RC20130128.65,CEND1509,Torbay Transect (TB),27/10/2009,18:01,TMB1,WB,Wooden Beam Trawl (2 mere),23,B,sol,50.42962,-3.441733,31,
ME5301_ActualPositions_RC20130128.66,CEND1509,Torbay Transect (TB),27/10/2009,18:18,TMB1,WB,Wooden Beam Trawl (2 mere),23,C,88,50.42996,-3.442195,31,
ME5301_ActualPositions_RC20130128.67,CEND1509,Torbay Transect (TB),27/10/2009,18:36,TMB1,WB,Wooden Beam Trawl (2 mere),23,D,90,50.42994,-3.442507,31,
ME5301_ActualPositions_RC20130128.68,CEND1509,Torbay Transect (TB),27/10/2009,18:53,TMB1,WB,Wooden Beam Trawl (2 mere),23,E,92,50.42965,-3.442704,31,
ME5301_ActualPositions_RC20130128.69,CEND1509,Torbay Transect (TB),27/10/2009,20:34,SPI03,SPI Cam,SPI plus Video Camera,25,A,94,50.38281,-3.363153,49,
ME5301_ActualPositions_RC20130128.70,CEND1509,Torbay Transect (TB),27/10/2009,20:36,SPI03,SPI Cam,SPI plus Video Camera,25,B,95,50.38284,-3.363208,49,
ME5301_ActualPositions_RC20130128.71,CEND1509,Torbay Transect (TB),27/10/2009,20:39,SPI03,SPI Cam,SPI plus Video Camera,25,C,96,50.38288,-3.363268,49,
ME5301_ActualPositions_RC20130128.72,CEND1509,Torbay Transect (TB),27/10/2009,21:08,SPI04,SPI Cam,SPI plus Video Camera,26,A,97,50.36018,-3.32598,52,
ME5301_ActualPositions_RC20130128.73,CEND1509,Torbay Transect (TB),27/10/2009,21:11,SPI04,SPI Cam,SPI plus Video Camera,26,B,98,50.36018,-3.32593,52,
ME5301_ActualPositions_RC20130128.74,CEND1509,Torbay Transect (TB),27/10/2009,21:13,SPI04,SPI Cam,SPI plus Video Camera,26,C,99,50.36015,-3.325918,52,
ME5301_ActualPositions_RC20130128.75,CEND1509,Torbay Transect (TB),27/10/2009,21:15,SPI04,SPI Cam,SPI plus Video Camera,26,D,100,50.36014,-3.325827,52,
ME5301_ActualPositions_RC20130128.76,CEND1509,Torbay Transect (TB),27/10/2009,21:19,SPI04,SPI Cam,SPI plus Video Camera,26,E,101,50.36015,-3.325762,52,
ME5301_ActualPositions_RC20130128.77,CEND1509,Torbay Transect (TB),27/10/2009,21:45,SPI05,SPI Cam,SPI plus Video Camera,27,A,102,50.34974,-3.306757,54,
ME5301_ActualPositions_RC20130128.78,CEND1509,Torbay Transect (TB),27/10/2009,21:28,SPI05,SPI Cam,SPI plus Video Camera,27,B,103,50.34973,-3.306588,54,
ME5301_ActualPositions_RC20130128.79,CEND1509,Torbay Transect (TB),27/10/2009,21:52,SPI05,SPI Cam,SPI plus Video Camera,27,C,104,50.3497,-3.306515,54,
ME5301_ActualPositions_RC20130128.80,CEND1509,Torbay Transect (TB),27/10/2009,21:55,SPI05,SPI Cam,SPI plus Video Camera,27,D,105,50.34969,-3.30641,54,
ME5301_ActualPositions_RC20130128.81,CEND1509,Torbay Transect (TB),27/10/2009,21:58,SPI05,SPI Cam,SPI plus Video Camera,27,E,106,50.34967,-3.306334,54,
ME5301_ActualPositions_RC20130128.82,CEND1509,Torbay Transect (TB),27/10/2009,22:30,SPI06,SPI Cam,SPI plus Video Camera,28,A,107,50.3252,-3.264649,53,
ME5301_ActualPositions_RC20130128.83,CEND1509,Torbay Transect (TB),27/10/2009,22:39,SPI06,SPI Cam,SPI plus Video Camera,28,B,108,50.32524,-3.264607,53,
ME5301_ActualPositions_RC20130128.84,CEND1509,Torbay Transect (TB),27/10/2009,22:41,SPI06,SPI Cam,SPI plus Video Camera,28,C,109,50.32528,-3.264555,53,
ME5301_ActualPositions_RC20130128.85,CEND1509,Torbay Transect (TB),27/10/2009,22:44,SPI06,SPI Cam,SPI plus Video Camera,28,D,110,50.32531,-3.264519,53,
ME5301_ActualPositions_RC20130128.86,CEND1509,Torbay Transect (TB),27/10/2009,22:47,SPI06,SPI Cam,SPI plus Video Camera,28,E,111,50.32535,-3.264482,53,
ME5301_ActualPositions_RC20130128.87,CEND1509,Torbay Transect (TB),27/10/2009,22:49,SPI06,SPI Cam,SPI plus Video Camera,28,F,112,50.32539,-3.264458,53,
ME5301_ActualPositions_RC20130128.88,CEND1509,Torbay Transect (TB),27/10/2009,23:12,SPI07,SPI Cam,SPI plus Video Camera,29,A,113,50.3135,-3.243887,56,
ME5301_ActualPositions_RC20130128.89,CEND1509,Torbay Transect (TB),27/10/2009,23:14,SPI07,SPI Cam,SPI plus Video Camera,29,B,114,50.31343,-3.243898,56,
ME5301_ActualPositions_RC20130128.90,CEND1509,Torbay Transect (TB),27/10/2009,23:16,SPI07,SPI Cam,SPI plus Video Camera,29,C,115,50.31337,-3.243888,56,
ME5301_ActualPositions_RC20130128.91,CEND1509,Torbay Transect (TB),27/10/2009,23:19,SPI07,SPI Cam,SPI plus Video Camera,29,D,116,50.31334,-3.24384,56,
ME5301_ActualPositions_RC20130128.92,CEND1509,Torbay Transect (TB),27/10/2009,23:21,SPI07,SPI Cam,SPI plus Video Camera,29,E,117,50.31331,-3.243798,56,
ME5301_ActualPositions_RC20130128.93,CEND1509,Torbay Transect (TB),27/10/2009,23:45,SPI08,SPI Cam,SPI plus Video Camera,30,A,118,50.30131,-3.222605,58,
ME5301_ActualPositions_RC20130128.94,CEND1509,Torbay Transect (TB),27/10/2009,23:47,SPI08,SPI Cam,SPI plus Video Camera,30,B,119,50.30129,-3.222663,58,
ME5301_ActualPositions_RC20130128.95,CEND1509,Torbay Transect (TB),27/10/2009,23:48,SPI08,SPI Cam,SPI plus Video Camera,30,C,120,50.30124,-3.222712,58,
ME5301_ActualPositions_RC20130128.96,CEND1509,Torbay Transect (TB),27/10/2009,23:50,SPI08,SPI Cam,SPI plus Video Camera,30,D,121,50.3012,-3.222754,58,
ME5301_ActualPositions_RC20130128.97,CEND1509,Torbay Transect (TB),27/10/2009,23:52,SPI08,SPI Cam,SPI plus Video Camera,30,E,122,50.30117,-3.222802,58,
ME5301_ActualPositions_RC20130128.98,CEND1509,Torbay Transect (TB),28/10/2009,00:32,SPI09,SPI Cam,SPI plus Video Camera,31,A,124,50.27726,-3.181252,60,
ME5301_ActualPositions_RC20130128.99,CEND1509,Torbay Transect (TB),28/10/2009,00:34,SPI09,SPI Cam,SPI plus Video Camera,31,B,125,50.27722,-3.1813,60,
ME5301_ActualPositions_RC20130128.100,CEND1509,Torbay Transect (TB),28/10/2009,00:37,SPI09,SPI Cam,SPI plus Video Camera,31,C,126,50.2772,-3.181319,60,
ME5301_ActualPositions_RC20130128.101,CEND1509,Torbay Transect (TB),28/10/2009,00:39,SPI09,SPI Cam,SPI plus Video Camera,31,D,127,50.27716,-3.181387,60,
ME5301_ActualPositions_RC20130128.102,CEND1509,Torbay Transect (TB),28/10/2009,00:42,SPI09,SPI Cam,SPI plus Video Camera,31,E,128,50.27713,-3.181426,60,
ME5301_ActualPositions_RC20130128.103,CEND1509,Torbay Transect (TB),28/10/2009,01:14,SPI10,SPI Cam,SPI plus Video Camera,32,A,129,50.25305,-3.139727,60,
ME5301_ActualPositions_RC20130128.104,CEND1509,Torbay Transect (TB),28/10/2009,01:17,SPI10,SPI Cam,SPI plus Video Camera,32,B,130,50.25301,-3.139755,60,
ME5301_ActualPositions_RC20130128.105,CEND1509,Torbay Transect (TB),28/10/2009,01:19,SPI10,SPI Cam,SPI plus Video Camera,32,C,131,50.25298,-3.139803,60,
ME5301_ActualPositions_RC20130128.106,CEND1509,Torbay Transect (TB),28/10/2009,01:22,SPI10,SPI Cam,SPI plus Video Camera,32,D,132,50.25294,-3.139861,60,
ME5301_ActualPositions_RC20130128.107,CEND1509,Torbay Transect (TB),28/10/2009,01:25,SPI10,SPI Cam,SPI plus Video Camera,32,E,133,50.2529,-3.139902,60,
ME5301_ActualPositions_RC20130128.108,CEND1509,Torbay Transect (TB),28/10/2009,01:56,SPI11,SPI Cam,SPI plus Video Camera,33,A,134,50.22847,-3.0965,60,
ME5301_ActualPositions_RC20130128.109,CEND1509,Torbay Transect (TB),28/10/2009,01:59,SPI11,SPI Cam,SPI plus Video Camera,33,B,135,50.22843,-3.096561,60,
ME5301_ActualPositions_RC20130128.110,CEND1509,Torbay Transect (TB),28/10/2009,02:03,SPI11,SPI Cam,SPI plus Video Camera,33,C,136,50.22839,-3.096559,60,
ME5301_ActualPositions_RC20130128.111,CEND1509,Torbay Transect (TB),28/10/2009,02:05,SPI11,SPI Cam,SPI plus Video Camera,33,D,137,50.22834,-3.096624,60,
ME5301_ActualPositions_RC20130128.112,CEND1509,Torbay Transect (TB),28/10/2009,02:08,SPI11,SPI Cam,SPI plus Video Camera,33,E,138,50.22832,-3.096668,60,
ME5301_ActualPositions_RC20130128.113,CEND1509,Torbay Transect (TB),28/10/2009,02:39,SPI12,SPI Cam,SPI plus Video Camera,34,A,139,50.20446,-3.056312,62,
ME5301_ActualPositions_RC20130128.114,CEND1509,Torbay Transect (TB),28/10/2009,02:42,SPI12,SPI Cam,SPI plus Video Camera,34,B,140,50.20443,-3.056363,62,
ME5301_ActualPositions_RC20130128.115,CEND1509,Torbay Transect (TB),28/10/2009,02:45,SPI12,SPI Cam,SPI plus Video Camera,34,C,141,50.20439,-3.056397,62,
ME5301_ActualPositions_RC20130128.116,CEND1509,Torbay Transect (TB),28/10/2009,02:47,SPI12,SPI Cam,SPI plus Video Camera,34,D,142,50.20435,-3.056447,62,
ME5301_ActualPositions_RC20130128.117,CEND1509,Torbay Transect (TB),28/10/2009,02:50,SPI12,SPI Cam,SPI plus Video Camera,34,E,143,50.20431,-3.056493,62,
ME5301_ActualPositions_RC20130128.118,CEND1509,Torbay Transect (TB),28/10/2009,03:22,SPI13,SPI Cam,SPI plus Video Camera,35,A,144,50.18211,-3.018591,61,
ME5301_ActualPositions_RC20130128.119,CEND1509,Torbay Transect (TB),28/10/2009,03:25,SPI13,SPI Cam,SPI plus Video Camera,35,B,145,50.18207,-3.018641,61,
ME5301_ActualPositions_RC20130128.120,CEND1509,Torbay Transect (TB),28/10/2009,03:30,SPI13,SPI Cam,SPI plus Video Camera,35,C,146,50.18203,-3.018666,61,
ME5301_ActualPositions_RC20130128.121,CEND1509,Torbay Transect (TB),28/10/2009,03:32,SPI13,SPI Cam,SPI plus Video Camera,35,D,147,50.18199,-3.018711,61,
ME5301_ActualPositions_RC20130128.122,CEND1509,Torbay Transect (TB),28/10/2009,03:35,SPI13,SPI Cam,SPI plus Video Camera,35,E,148,50.18195,-3.018733,61,
ME5301_ActualPositions_RC20130128.123,CEND1509,Torbay Transect (TB),28/10/2009,04:42,SPI14,SPI Cam,SPI plus Video Camera,36,A,149,50.13065,-2.931931,64,
ME5301_ActualPositions_RC20130128.124,CEND1509,Torbay Transect (TB),28/10/2009,04:45,SPI14,SPI Cam,SPI plus Video Camera,36,B,150,50.13066,-2.931926,64,
ME5301_ActualPositions_RC20130128.125,CEND1509,Torbay Transect (TB),28/10/2009,04:48,SPI14,SPI Cam,SPI plus Video Camera,36,C,151,50.13062,-2.931967,64,
ME5301_ActualPositions_RC20130128.126,CEND1509,Torbay Transect (TB),28/10/2009,04:51,SPI14,SPI Cam,SPI plus Video Camera,36,D,152,50.13059,-2.932038,64,
ME5301_ActualPositions_RC20130128.127,CEND1509,Torbay Transect (TB),28/10/2009,04:53,SPI14,SPI Cam,SPI plus Video Camera,36,E,153,50.13056,-2.932089,64,
ME5301_ActualPositions_RC20130128.128,CEND1509,Torbay Transect (TB),28/10/2009,05:38,SPI15,SPI Cam,SPI plus Video Camera,37,A,154,50.0875,-2.859022,65,
ME5301_ActualPositions_RC20130128.129,CEND1509,Torbay Transect (TB),28/10/2009,05:40,SPI15,SPI Cam,SPI plus Video Camera,37,B,155,50.08747,-2.859072,65,
ME5301_ActualPositions_RC20130128.130,CEND1509,Torbay Transect (TB),28/10/2009,05:43,SPI15,SPI Cam,SPI plus Video Camera,37,C,156,50.08744,-2.859132,65,
ME5301_ActualPositions_RC20130128.131,CEND1509,Torbay Transect (TB),28/10/2009,05:46,SPI15,SPI Cam,SPI plus Video Camera,37,D,157,50.08742,-2.859201,65,
ME5301_ActualPositions_RC20130128.132,CEND1509,Torbay Transect (TB),28/10/2009,05:48,SPI15,SPI Cam,SPI plus Video Camera,37,E,158,50.08736,-2.859235,65,
ME5301_ActualPositions_RC20130128.133,CEND1509,Torbay Transect (TB),28/10/2009,10:11,SPI16,SPI Cam,SPI plus Video Camera,40,A,161,50.33196,-3.274468,54,
ME5301_ActualPositions_RC20130128.134,CEND1509,Torbay Transect (TB),28/10/2009,10:13,SPI16,SPI Cam,SPI plus Video Camera,40,B,162,50.33191,-3.274469,54,
ME5301_ActualPositions_RC20130128.135,CEND1509,Torbay Transect (TB),28/10/2009,10:15,SPI16,SPI Cam,SPI plus Video Camera,40,C,163,50.33185,-3.274455,54,
ME5301_ActualPositions_RC20130128.136,CEND1509,Torbay Transect (TB),28/10/2009,10:19,SPI16,SPI Cam,SPI plus Video Camera,40,D,164,50.3318,-3.274411,54,
ME5301_ActualPositions_RC20130128.137,CEND1509,Torbay Transect (TB),28/10/2009,10:21,SPI16,SPI Cam,SPI plus Video Camera,40,E,165,50.33184,-3.274346,54,
ME5301_ActualPositions_RC20130128.138,CEND1509,Torbay Transect (TB),28/10/2009,13:05,SPI17,SPI Cam,SPI plus Video Camera,44,A,173,50.3202,-3.253827,56,
ME5301_ActualPositions_RC20130128.139,CEND1509,Torbay Transect (TB),28/10/2009,13:07,SPI17,SPI Cam,SPI plus Video Camera,44,B,174,50.32018,-3.253895,56,
ME5301_ActualPositions_RC20130128.140,CEND1509,Torbay Transect (TB),28/10/2009,13:09,SPI17,SPI Cam,SPI plus Video Camera,44,C,175,50.32015,-3.253871,56,
ME5301_ActualPositions_RC20130128.141,CEND1509,Torbay Transect (TB),28/10/2009,13:12,SPI17,SPI Cam,SPI plus Video Camera,44,D,176,50.3201,-3.253829,56,
ME5301_ActualPositions_RC20130128.142,CEND1509,Torbay Transect (TB),28/10/2009,13:15,SPI17,SPI Cam,SPI plus Video Camera,44,E,177,50.32008,-3.253801,56,
ME5301_ActualPositions_RC20130128.143,CEND1509,Torbay Transect (TB),28/10/2009,15:21,SPI18,SPI Cam,SPI plus Video Camera,47,A,182,50.30794,-3.233236,57,
ME5301_ActualPositions_RC20130128.144,CEND1509,Torbay Transect (TB),28/10/2009,15:23,SPI18,SPI Cam,SPI plus Video Camera,47,B,183,50.30791,-3.23322,57,
ME5301_ActualPositions_RC20130128.145,CEND1509,Torbay Transect (TB),28/10/2009,15:26,SPI18,SPI Cam,SPI plus Video Camera,47,C,184,50.30788,-3.233189,57,
ME5301_ActualPositions_RC20130128.146,CEND1509,Torbay Transect (TB),28/10/2009,15:28,SPI18,SPI Cam,SPI plus Video Camera,47,D,185,50.30784,-3.233156,57,
ME5301_ActualPositions_RC20130128.147,CEND1509,Torbay Transect (TB),28/10/2009,15:31,SPI18,SPI Cam,SPI plus Video Camera,47,E,186,50.30785,-3.233088,57,
ME5301_ActualPositions_RC20130128.148,CEND1509,Portland Dunes North (PDN),28/10/2009,21:32,HG01,HG,0.1m2 Hamon Grab,51,A,922,50.26895,-2.844401,57,
ME5301_ActualPositions_RC20130128.149,CEND1509,Portland Dunes North (PDN),28/10/2009,21:41,HG01,HG,0.1m2 Hamon Grab,51,B,923,50.26915,-2.844296,57,
ME5301_ActualPositions_RC20130128.150,CEND1509,Portland Dunes North (PDN),28/10/2009,21:48,HG01,HG,0.1m2 Hamon Grab,51,C,924,50.26916,-2.844389,57,
ME5301_ActualPositions_RC20130128.151,CEND1509,Portland Dunes North (PDN),28/10/2009,22:00,HG02,HG,0.1m2 Hamon Grab,52,A,925,50.26911,-2.847623,56,
ME5301_ActualPositions_RC20130128.152,CEND1509,Portland Dunes North (PDN),28/10/2009,22:04,HG02,HG,0.1m2 Hamon Grab,52,B,926,50.26911,-2.847672,56,
