FID,CruiseID,Survey,Date_,Time_UTC,StnCode,GearCode,GearName,StnNumber,Replicate,FixNumber,DecLat84,DecLon84,DepthBH,No_Sample
ME5301_ActualPositions_RC20130128.835,CEND1111,NSeaBGC2011,27/06/2011,09:41,N02,SPI Cam,SPI plus Video Camera,425,E,man,55.46972,1.2508,82,
ME5301_ActualPositions_RC20130128.836,CEND1111,NSeaBGC2011,27/06/2011,10:04,N02,RST,Rosette,426,A,210,55.46983,1.250512,82,
ME5301_ActualPositions_RC20130128.837,CEND1111,NSeaBGC2011,27/06/2011,12:12,N02,NZ,NIOZ Box corer,427,A,211,55.46984,1.250507,83,
ME5301_ActualPositions_RC20130128.838,CEND1111,NSeaBGC2011,27/06/2011,12:24,N02,NZ,NIOZ Box corer,427,B,Man,55.46984,1.250507,83,
ME5301_ActualPositions_RC20130128.839,CEND1111,NSeaBGC2011,27/06/2011,12:34,N02,NZ,NIOZ Box corer,427,C,Man,55.46984,1.250507,83,
ME5301_ActualPositions_RC20130128.840,CEND1111,NSeaBGC2011,27/06/2011,12:58,N02,JB,Jennings Beam Trawl (2 metre),428,A,212,55.46749,1.25232,83,
ME5301_ActualPositions_RC20130128.841,CEND1111,NSeaBGC2011,27/06/2011,13:21,N02,JB,Jennings Beam Trawl (2 metre),428,B,214,55.46093,1.25703,83,
ME5301_ActualPositions_RC20130128.842,CEND1111,NSeaBGC2011,27/07/2011,15:15,C05,SPI Cam,SPI plus Video Camera,429,A,216,55.34431,1.600456,61,
ME5301_ActualPositions_RC20130128.843,CEND1111,NSeaBGC2011,27/07/2011,15:18,C05,SPI Cam,SPI plus Video Camera,429,B,217,55.34429,1.600362,61,
ME5301_ActualPositions_RC20130128.844,CEND1111,NSeaBGC2011,27/07/2011,15:22,C05,SPI Cam,SPI plus Video Camera,429,C,218,55.34427,1.600298,61,
ME5301_ActualPositions_RC20130128.845,CEND1111,NSeaBGC2011,27/07/2011,15:27,C05,SPI Cam,SPI plus Video Camera,429,D,219,55.34431,1.600273,61,
ME5301_ActualPositions_RC20130128.846,CEND1111,NSeaBGC2011,27/07/2011,15:30,C05,SPI Cam,SPI plus Video Camera,429,E,220,55.34435,1.60022,61,
ME5301_ActualPositions_RC20130128.847,CEND1111,NSeaBGC2011,27/06/2011,15:54,C05,RST,Rosette,430,A,221,55.34432,1.600225,61,
ME5301_ActualPositions_RC20130128.848,CEND1111,NSeaBGC2011,27/07/2011,17:13,C05,NZ,NIOZ Box corer,431,A,226,55.34415,1.600217,61,
ME5301_ActualPositions_RC20130128.849,CEND1111,NSeaBGC2011,27/07/2011,17:25,C05,NZ,NIOZ Box corer,431,B,227,55.3447,1.600556,61,
ME5301_ActualPositions_RC20130128.850,CEND1111,NSeaBGC2011,27/07/2011,17:33,C05,NZ,NIOZ Box corer,431,C,228,55.34466,1.600582,61,
ME5301_ActualPositions_RC20130128.851,CEND1111,NSeaBGC2011,27/07/2011,16:54,C05,NZ,NIOZ Box corer,431,X,224,55.34433,1.600117,61,TRUE
ME5301_ActualPositions_RC20130128.852,CEND1111,NSeaBGC2011,27/07/2011,17:05,C05,NZ,NIOZ Box corer,431,X,225,55.34428,1.600228,61,TRUE
ME5301_ActualPositions_RC20130128.853,CEND1111,NSeaBGC2011,27/06/2011,17:53,C05,JB,Jennings Beam Trawl (2 metre),432,A,229,55.34581,1.600871,65,
ME5301_ActualPositions_RC20130128.854,CEND1111,NSeaBGC2011,27/06/2011,18:10,C05,JB,Jennings Beam Trawl (2 metre),432,B,231,55.33908,1.602384,65,
ME5301_ActualPositions_RC20130128.855,CEND1111,NSeaBGC2011,27/06/2011,21:37,C06,SPI Cam,SPI plus Video Camera,433,A,233,54.93316,2.188864,28,
ME5301_ActualPositions_RC20130128.856,CEND1111,NSeaBGC2011,27/06/2011,21:40,C06,SPI Cam,SPI plus Video Camera,433,B,234,54.9332,2.188859,28,
ME5301_ActualPositions_RC20130128.857,CEND1111,NSeaBGC2011,27/06/2011,21:42,C06,SPI Cam,SPI plus Video Camera,433,C,235,54.93327,2.188859,28,
ME5301_ActualPositions_RC20130128.858,CEND1111,NSeaBGC2011,27/06/2011,21:45,C06,SPI Cam,SPI plus Video Camera,433,D,236,54.93331,2.188817,28,
ME5301_ActualPositions_RC20130128.859,CEND1111,NSeaBGC2011,27/06/2011,21:47,C06,SPI Cam,SPI plus Video Camera,433,E,237,54.93334,2.188872,28,
ME5301_ActualPositions_RC20130128.860,CEND1111,NSeaBGC2011,27/06/2011,22:10,C06,RST,Rosette,434,A,238,54.93336,2.188848,28,
ME5301_ActualPositions_RC20130128.861,CEND1111,NSeaBGC2011,27/06/2011,22:38,C06,NZ,NIOZ Box corer,435,A,Man,54.93318,2.18898,28,
ME5301_ActualPositions_RC20130128.862,CEND1111,NSeaBGC2011,27/06/2011,22:46,C06,NZ,NIOZ Box corer,435,B,Man,54.9331,2.1889,28,
ME5301_ActualPositions_RC20130128.863,CEND1111,NSeaBGC2011,27/06/2011,22:54,C06,NZ,NIOZ Box corer,435,C,Man,54.93322,2.18898,28,
ME5301_ActualPositions_RC20130128.864,CEND1111,NSeaBGC2011,27/06/2011,23:06,C06,JB,Jennings Beam Trawl (2 metre),436,A,Man,54.93043,2.18815,28,
ME5301_ActualPositions_RC20130128.865,CEND1111,NSeaBGC2011,27/06/2011,23:26,C06,JB,Jennings Beam Trawl (2 metre),436,B,1Lock,54.92573,2.18793,28,
ME5301_ActualPositions_RC20130128.866,CEND1111,NSeaBGC2011,28/06/2011,02:13,S12,SPI Cam,SPI plus Video Camera,437,A,240,54.53004,2.431295,22,
ME5301_ActualPositions_RC20130128.867,CEND1111,NSeaBGC2011,28/06/2011,02:15,S12,SPI Cam,SPI plus Video Camera,437,B,241,54.53005,2.431211,22,
ME5301_ActualPositions_RC20130128.868,CEND1111,NSeaBGC2011,28/06/2011,02:17,S12,SPI Cam,SPI plus Video Camera,437,C,242,54.53008,2.431149,22,
ME5301_ActualPositions_RC20130128.869,CEND1111,NSeaBGC2011,28/06/2011,02:18,S12,SPI Cam,SPI plus Video Camera,437,D,243,54.53008,2.431063,22,
ME5301_ActualPositions_RC20130128.870,CEND1111,NSeaBGC2011,28/06/2011,02:21,S12,SPI Cam,SPI plus Video Camera,437,E,244,54.53012,2.431011,22,
ME5301_ActualPositions_RC20130128.871,CEND1111,NSeaBGC2011,28/06/2011,02:41,S12,RST,Rosette,438,A,245,54.53014,2.431017,22,
ME5301_ActualPositions_RC20130128.872,CEND1111,NSeaBGC2011,28/06/2011,03:17,S12,NZ,NIOZ Box corer,439,A,246,54.53007,2.430983,22,
ME5301_ActualPositions_RC20130128.873,CEND1111,NSeaBGC2011,28/06/2011,03:24,S12,NZ,NIOZ Box corer,439,B,247,54.53002,2.430999,22,
ME5301_ActualPositions_RC20130128.874,CEND1111,NSeaBGC2011,28/06/2011,03:32,S12,NZ,NIOZ Box corer,439,C,248,54.52998,2.431008,22,
ME5301_ActualPositions_RC20130128.875,CEND1111,NSeaBGC2011,28/06/2011,03:47,S12,JB,Jennings Beam Trawl (2 metre),440,A,249,54.52759,2.437535,22,
ME5301_ActualPositions_RC20130128.876,CEND1111,NSeaBGC2011,28/06/2011,04:00,S12,JB,Jennings Beam Trawl (2 metre),440,B,251,54.53181,2.435946,22,
ME5301_ActualPositions_RC20130128.877,CEND1111,NSeaBGC2011,28/06/2011,05:05,S13,SPI Cam,SPI plus Video Camera,441,A,253,54.454,2.502827,21,
ME5301_ActualPositions_RC20130128.878,CEND1111,NSeaBGC2011,28/06/2011,05:08,S13,SPI Cam,SPI plus Video Camera,441,B,254,54.45404,2.502901,21,
ME5301_ActualPositions_RC20130128.879,CEND1111,NSeaBGC2011,28/06/2011,05:10,S13,SPI Cam,SPI plus Video Camera,441,C,255,54.45402,2.502937,21,
ME5301_ActualPositions_RC20130128.880,CEND1111,NSeaBGC2011,28/06/2011,05:14,S13,SPI Cam,SPI plus Video Camera,441,D,256,54.45406,2.503032,21,
ME5301_ActualPositions_RC20130128.881,CEND1111,NSeaBGC2011,28/06/2011,05:18,S13,SPI Cam,SPI plus Video Camera,441,E,257,54.45401,2.503068,21,
ME5301_ActualPositions_RC20130128.882,CEND1111,NSeaBGC2011,28/06/2011,05:32,S13,RST,Rosette,442,A,258,54.45402,2.502987,21,
ME5301_ActualPositions_RC20130128.883,CEND1111,NSeaBGC2011,28/06/2011,06:04,S13,NZ,NIOZ Box corer,443,A,259,54.45401,2.503043,21,
ME5301_ActualPositions_RC20130128.884,CEND1111,NSeaBGC2011,28/06/2011,06:11,S13,NZ,NIOZ Box corer,443,B,260,54.45403,2.503077,21,
ME5301_ActualPositions_RC20130128.885,CEND1111,NSeaBGC2011,28/06/2011,06:17,S13,NZ,NIOZ Box corer,443,C,261,54.45407,2.503155,21,
ME5301_ActualPositions_RC20130128.886,CEND1111,NSeaBGC2011,28/06/2011,07:42,S11,SPI Cam,SPI plus Video Camera,444,A,262,54.4134,2.171268,33,
ME5301_ActualPositions_RC20130128.887,CEND1111,NSeaBGC2011,28/06/2011,07:44,S11,SPI Cam,SPI plus Video Camera,444,B,263,54.41343,2.171222,33,
ME5301_ActualPositions_RC20130128.888,CEND1111,NSeaBGC2011,28/06/2011,07:47,S11,SPI Cam,SPI plus Video Camera,444,C,264,54.41348,2.171183,33,
ME5301_ActualPositions_RC20130128.889,CEND1111,NSeaBGC2011,28/06/2011,07:49,S11,SPI Cam,SPI plus Video Camera,444,D,265,54.41351,2.171145,33,
ME5301_ActualPositions_RC20130128.890,CEND1111,NSeaBGC2011,28/06/2011,07:52,S11,SPI Cam,SPI plus Video Camera,444,E,266,54.41355,2.171115,33,
ME5301_ActualPositions_RC20130128.891,CEND1111,NSeaBGC2011,28/06/2011,08:11,S11,RST,Rosette,445,A,267,54.41355,2.171102,33,
ME5301_ActualPositions_RC20130128.892,CEND1111,NSeaBGC2011,28/06/2011,09:03,S11,NZ,NIOZ Box corer,446,A,270,54.41357,2.171107,33,
ME5301_ActualPositions_RC20130128.893,CEND1111,NSeaBGC2011,28/06/2011,09:10,S11,NZ,NIOZ Box corer,446,B,271,54.41364,2.171022,33,
ME5301_ActualPositions_RC20130128.894,CEND1111,NSeaBGC2011,28/06/2011,09:17,S11,NZ,NIOZ Box corer,446,C,272,54.41364,2.171028,33,
ME5301_ActualPositions_RC20130128.895,CEND1111,NSeaBGC2011,28/06/2011,08:50,S11,NZ,NIOZ Box corer,446,X,262,54.4134,2.171268,33,TRUE
ME5301_ActualPositions_RC20130128.896,CEND1111,NSeaBGC2011,28/06/2011,08:58,S11,NZ,NIOZ Box corer,446,X,269,54.41356,2.171111,33,TRUE
ME5301_ActualPositions_RC20130128.897,CEND1111,NSeaBGC2011,28/06/2011,09:37,S11,JB,Jennings Beam Trawl (2 metre),447,A,273,54.41834,2.165656,33,
ME5301_ActualPositions_RC20130128.898,CEND1111,NSeaBGC2011,28/06/2011,09:48,S11,JB,Jennings Beam Trawl (2 metre),447,B,274,54.42014,2.163711,33,
ME5301_ActualPositions_RC20130128.899,CEND1111,NSeaBGC2011,28/06/2011,12:12,MSPI10,SPI Cam,SPI plus Video Camera,448,A,276,54.06033,2.180682,77,
ME5301_ActualPositions_RC20130128.900,CEND1111,NSeaBGC2011,28/06/2011,12:15,MSPI10,SPI Cam,SPI plus Video Camera,448,B,277,54.06037,2.180641,77,
ME5301_ActualPositions_RC20130128.901,CEND1111,NSeaBGC2011,28/06/2011,12:17,MSPI10,SPI Cam,SPI plus Video Camera,448,C,278,54.0604,2.180627,77,
ME5301_ActualPositions_RC20130128.902,CEND1111,NSeaBGC2011,28/06/2011,12:20,MSPI10,SPI Cam,SPI plus Video Camera,448,D,279,54.06045,2.180598,77,
ME5301_ActualPositions_RC20130128.903,CEND1111,NSeaBGC2011,28/06/2011,12:22,MSPI10,SPI Cam,SPI plus Video Camera,448,E,280,54.06049,2.18058,77,
ME5301_ActualPositions_RC20130128.904,CEND1111,NSeaBGC2011,28/06/2011,12:59,MSPI09,SPI Cam,SPI plus Video Camera,449,A,281,54.03881,2.136306,76,
ME5301_ActualPositions_RC20130128.905,CEND1111,NSeaBGC2011,28/06/2011,13:02,MSPI09,SPI Cam,SPI plus Video Camera,449,B,282,54.03886,2.136339,76,
ME5301_ActualPositions_RC20130128.906,CEND1111,NSeaBGC2011,28/06/2011,13:04,MSPI09,SPI Cam,SPI plus Video Camera,449,C,283,54.03891,2.136362,76,
ME5301_ActualPositions_RC20130128.907,CEND1111,NSeaBGC2011,28/06/2011,13:06,MSPI09,SPI Cam,SPI plus Video Camera,449,D,284,54.03894,2.13637,76,
ME5301_ActualPositions_RC20130128.908,CEND1111,NSeaBGC2011,28/06/2011,13:09,MSPI09,SPI Cam,SPI plus Video Camera,449,E,285,54.03899,2.136428,76,
ME5301_ActualPositions_RC20130128.909,CEND1111,NSeaBGC2011,28/06/2011,13:40,M01,SPI Cam,SPI plus Video Camera,450,A,286,54.03871,2.197021,76,
ME5301_ActualPositions_RC20130128.910,CEND1111,NSeaBGC2011,28/06/2011,13:42,M01,SPI Cam,SPI plus Video Camera,450,B,287,54.03867,2.196985,76,
ME5301_ActualPositions_RC20130128.911,CEND1111,NSeaBGC2011,28/06/2011,13:45,M01,SPI Cam,SPI plus Video Camera,450,C,288,54.03864,2.197078,76,
ME5301_ActualPositions_RC20130128.912,CEND1111,NSeaBGC2011,28/06/2011,13:48,M01,SPI Cam,SPI plus Video Camera,450,D,289,54.03869,2.197092,76,
ME5301_ActualPositions_RC20130128.913,CEND1111,NSeaBGC2011,28/06/2011,13:51,M01,SPI Cam,SPI plus Video Camera,450,E,290,54.03875,2.197146,76,
ME5301_ActualPositions_RC20130128.914,CEND1111,NSeaBGC2011,28/06/2011,14:10,M01,RST,Rosette,451,A,291,54.03875,2.197127,76,
ME5301_ActualPositions_RC20130128.915,CEND1111,NSeaBGC2011,28/06/2011,14:44,M01,NZ,NIOZ Box corer,452,A,292,54.03876,2.197125,76,
ME5301_ActualPositions_RC20130128.916,CEND1111,NSeaBGC2011,28/06/2011,14:52,M01,NZ,NIOZ Box corer,452,B,293,54.03879,2.197101,76,
ME5301_ActualPositions_RC20130128.917,CEND1111,NSeaBGC2011,28/06/2011,15:02,M01,NZ,NIOZ Box corer,452,C,294,54.03879,2.197238,76,
ME5301_ActualPositions_RC20130128.918,CEND1111,NSeaBGC2011,28/06/2011,15:23,M01,JB,Jennings Beam Trawl (2 metre),453,A,1sol,54.03762,2.19725,76,
ME5301_ActualPositions_RC20130128.919,CEND1111,NSeaBGC2011,28/06/2011,15:44,M01,JB,Jennings Beam Trawl (2 metre),453,B,1sol,54.0433,2.1954,76,
ME5301_ActualPositions_RC20130128.920,CEND1111,NSeaBGC2011,28/06/2011,16:59,MSPI06,SPI Cam,SPI plus Video Camera,454,A,295,54.06509,2.428685,56,
ME5301_ActualPositions_RC20130128.921,CEND1111,NSeaBGC2011,28/06/2011,17:02,MSPI06,SPI Cam,SPI plus Video Camera,454,B,296,54.06508,2.428636,56,
ME5301_ActualPositions_RC20130128.922,CEND1111,NSeaBGC2011,28/06/2011,17:07,MSPI06,SPI Cam,SPI plus Video Camera,454,C,297,54.06516,2.428772,56,
ME5301_ActualPositions_RC20130128.923,CEND1111,NSeaBGC2011,28/06/2011,17:10,MSPI06,SPI Cam,SPI plus Video Camera,454,D,298,54.06519,2.428715,56,
ME5301_ActualPositions_RC20130128.924,CEND1111,NSeaBGC2011,28/06/2011,17:13,MSPI06,SPI Cam,SPI plus Video Camera,454,E,299,54.06522,2.428677,56,
ME5301_ActualPositions_RC20130128.925,CEND1111,NSeaBGC2011,28/06/2011,17:50,MSPI05,SPI Cam,SPI plus Video Camera,455,A,Man,54.03983,2.478287,67,
ME5301_ActualPositions_RC20130128.926,CEND1111,NSeaBGC2011,28/06/2011,17:56,MSPI05,SPI Cam,SPI plus Video Camera,455,B,Man,54.03992,2.478285,67,
ME5301_ActualPositions_RC20130128.927,CEND1111,NSeaBGC2011,28/06/2011,17:59,MSPI05,SPI Cam,SPI plus Video Camera,455,C,Man,54.03992,2.478283,67,
ME5301_ActualPositions_RC20130128.928,CEND1111,NSeaBGC2011,28/06/2011,18:02,MSPI05,SPI Cam,SPI plus Video Camera,455,D,300,54.03976,2.479547,67,
ME5301_ActualPositions_RC20130128.929,CEND1111,NSeaBGC2011,28/06/2011,18:05,MSPI05,SPI Cam,SPI plus Video Camera,455,E,301,54.03978,2.479431,67,
ME5301_ActualPositions_RC20130128.930,CEND1111,NSeaBGC2011,28/06/2011,17:53,MSPI05,SPI Cam,SPI plus Video Camera,455,X,Man,54.03988,2.478287,67,TRUE
ME5301_ActualPositions_RC20130128.931,CEND1111,NSeaBGC2011,28/06/2011,19:00,M02,SPI Cam,SPI plus Video Camera,456,A,302,54.04395,2.629551,61,
ME5301_ActualPositions_RC20130128.932,CEND1111,NSeaBGC2011,28/06/2011,19:11,M02,SPI Cam,SPI plus Video Camera,456,B,305,54.0439,2.629692,61,
ME5301_ActualPositions_RC20130128.933,CEND1111,NSeaBGC2011,28/06/2011,19:15,M02,SPI Cam,SPI plus Video Camera,456,C,306,54.04395,2.629741,61,
ME5301_ActualPositions_RC20130128.934,CEND1111,NSeaBGC2011,28/06/2011,19:18,M02,SPI Cam,SPI plus Video Camera,456,D,307,54.04398,2.629827,61,
ME5301_ActualPositions_RC20130128.935,CEND1111,NSeaBGC2011,28/06/2011,19:31,M02,SPI Cam,SPI plus Video Camera,456,E,310,54.04407,2.62988,61,
ME5301_ActualPositions_RC20130128.936,CEND1111,NSeaBGC2011,28/06/2011,19:27,M02,SPI Cam,SPI plus Video Camera,456,X,309,54.04406,2.62994,61,TRUE
ME5301_ActualPositions_RC20130128.937,CEND1111,NSeaBGC2011,28/06/2011,19:22,M02,SPI Cam,SPI plus Video Camera,456,X,308,54.04401,2.629874,61,TRUE
ME5301_ActualPositions_RC20130128.938,CEND1111,NSeaBGC2011,28/06/2011,19:03,M02,SPI Cam,SPI plus Video Camera,456,X,303,54.04394,2.62957,61,TRUE
ME5301_ActualPositions_RC20130128.939,CEND1111,NSeaBGC2011,28/06/2011,19:06,M02,SPI Cam,SPI plus Video Camera,456,X,304,54.04391,2.629636,61,TRUE
ME5301_ActualPositions_RC20130128.940,CEND1111,NSeaBGC2011,28/06/2011,19:56,M02,RST,Rosette,457,A,311,54.04407,2.62988,61,
ME5301_ActualPositions_RC20130128.941,CEND1111,NSeaBGC2011,28/06/2011,21:10,M02,NZ,NIOZ Box corer,458,A,315,54.04407,2.629877,61,
ME5301_ActualPositions_RC20130128.942,CEND1111,NSeaBGC2011,28/06/2011,21:19,M02,NZ,NIOZ Box corer,458,B,316,54.04407,2.629878,61,
ME5301_ActualPositions_RC20130128.943,CEND1111,NSeaBGC2011,28/06/2011,21:28,M02,NZ,NIOZ Box corer,458,C,317,54.04408,2.629882,61,
ME5301_ActualPositions_RC20130128.944,CEND1111,NSeaBGC2011,28/06/2011,21:45,M02,JB,Jennings Beam Trawl (2 metre),459,A,318,54.04632,2.628957,62,
ME5301_ActualPositions_RC20130128.945,CEND1111,NSeaBGC2011,28/06/2011,22:04,M02,JB,Jennings Beam Trawl (2 metre),459,B,320,54.05216,2.625823,62,
ME5301_ActualPositions_RC20130128.946,CEND1111,NSeaBGC2011,28/06/2011,22:56,MSPI04,SPI,Sediment Profile Imager,460,A,322,54.03832,2.677876,64,
ME5301_ActualPositions_RC20130128.947,CEND1111,NSeaBGC2011,28/06/2011,23:01,MSPI04,SPI,Sediment Profile Imager,460,B,323,54.03836,2.677828,64,
ME5301_ActualPositions_RC20130128.948,CEND1111,NSeaBGC2011,28/06/2011,23:04,MSPI04,SPI,Sediment Profile Imager,460,C,324,54.03841,2.677805,64,
ME5301_ActualPositions_RC20130128.949,CEND1111,NSeaBGC2011,28/06/2011,23:07,MSPI04,SPI,Sediment Profile Imager,460,D,326,54.03846,2.677791,64,
ME5301_ActualPositions_RC20130128.950,CEND1111,NSeaBGC2011,28/06/2011,23:12,MSPI04,SPI,Sediment Profile Imager,460,E,327,54.03849,2.677762,64,
ME5301_ActualPositions_RC20130128.951,CEND1111,NSeaBGC2011,29/06/2011,00:01,MSPI03,SPI,Sediment Profile Imager,461,A,328,54.03125,2.772925,64,
ME5301_ActualPositions_RC20130128.952,CEND1111,NSeaBGC2011,29/06/2011,00:05,MSPI03,SPI,Sediment Profile Imager,461,B,329,54.03128,2.772893,64,
ME5301_ActualPositions_RC20130128.953,CEND1111,NSeaBGC2011,29/06/2011,00:08,MSPI03,SPI,Sediment Profile Imager,461,C,330,54.03138,2.772859,64,
ME5301_ActualPositions_RC20130128.954,CEND1111,NSeaBGC2011,29/06/2011,00:10,MSPI03,SPI,Sediment Profile Imager,461,D,330,54.03138,2.772859,64,
ME5301_ActualPositions_RC20130128.955,CEND1111,NSeaBGC2011,29/06/2011,00:13,MSPI03,SPI,Sediment Profile Imager,461,E,331,54.03142,2.772856,64,
ME5301_ActualPositions_RC20130128.956,CEND1111,NSeaBGC2011,29/06/2011,01:07,MSPI02,SPI,Sediment Profile Imager,462,A,334,54.03332,2.824066,67,
ME5301_ActualPositions_RC20130128.957,CEND1111,NSeaBGC2011,29/06/2011,01:10,MSPI02,SPI,Sediment Profile Imager,462,B,335,54.03341,2.824048,67,
ME5301_ActualPositions_RC20130128.958,CEND1111,NSeaBGC2011,29/06/2011,01:12,MSPI02,SPI,Sediment Profile Imager,462,C,336,54.03345,2.824065,67,
ME5301_ActualPositions_RC20130128.959,CEND1111,NSeaBGC2011,29/06/2011,01:15,MSPI02,SPI,Sediment Profile Imager,462,D,337,54.03348,2.824067,67,
ME5301_ActualPositions_RC20130128.960,CEND1111,NSeaBGC2011,29/06/2011,01:17,MSPI02,SPI,Sediment Profile Imager,462,E,338,54.03355,2.824071,67,
ME5301_ActualPositions_RC20130128.961,CEND1111,NSeaBGC2011,29/06/2011,00:56,MSPI02,SPI,Sediment Profile Imager,462,X,333,54.03332,2.824001,67,TRUE
ME5301_ActualPositions_RC20130128.962,CEND1111,NSeaBGC2011,29/06/2011,00:53,MSPI02,SPI,Sediment Profile Imager,462,X,332,54.03326,2.824038,67,TRUE
ME5301_ActualPositions_RC20130128.963,CEND1111,NSeaBGC2011,29/06/2011,08:17,C11,SPI Cam,SPI plus Video Camera,463,A,340,55.11504,2.858949,28,
ME5301_ActualPositions_RC20130128.964,CEND1111,NSeaBGC2011,29/06/2011,08:19,C11,SPI Cam,SPI plus Video Camera,463,B,341,55.11508,2.85889,28,
ME5301_ActualPositions_RC20130128.965,CEND1111,NSeaBGC2011,29/06/2011,08:38,C11,SPI Cam,SPI plus Video Camera,463,C,343,55.11511,2.85887,28,
ME5301_ActualPositions_RC20130128.966,CEND1111,NSeaBGC2011,29/06/2011,08:40,C11,SPI Cam,SPI plus Video Camera,463,D,344,55.11515,2.858814,28,
ME5301_ActualPositions_RC20130128.967,CEND1111,NSeaBGC2011,29/06/2011,08:44,C11,SPI Cam,SPI plus Video Camera,463,E,345,55.11517,2.858806,28,
ME5301_ActualPositions_RC20130128.968,CEND1111,NSeaBGC2011,29/06/2011,08:05,C11,SPI Cam,SPI plus Video Camera,463,X,339,55.11504,2.858944,28,TRUE
ME5301_ActualPositions_RC20130128.969,CEND1111,NSeaBGC2011,29/06/2011,08:25,C11,SPI Cam,SPI plus Video Camera,463,X,342,55.1151,2.85885,28,TRUE
ME5301_ActualPositions_RC20130128.970,CEND1111,NSeaBGC2011,29/06/2011,09:16,C11,RST,Rosette,464,A,346,55.11518,2.858787,28,
ME5301_ActualPositions_RC20130128.971,CEND1111,NSeaBGC2011,29/06/2011,09:39,C11,NZ,NIOZ Box corer,465,A,347,55.11518,2.8588,28,
ME5301_ActualPositions_RC20130128.972,CEND1111,NSeaBGC2011,29/06/2011,09:45,C11,NZ,NIOZ Box corer,465,B,348,55.11518,2.858781,28,
ME5301_ActualPositions_RC20130128.973,CEND1111,NSeaBGC2011,29/06/2011,09:51,C11,NZ,NIOZ Box corer,465,C,349,55.11518,2.858774,28,
ME5301_ActualPositions_RC20130128.974,CEND1111,NSeaBGC2011,29/06/2011,10:05,C11,JB,Jennings Beam Trawl (2 metre),466,A,351,55.11685,2.856882,28,
ME5301_ActualPositions_RC20130128.975,CEND1111,NSeaBGC2011,29/06/2011,10:21,C11,JB,Jennings Beam Trawl (2 metre),466,B,353,55.12143,2.851734,28,
ME5301_ActualPositions_RC20130128.976,CEND1111,NSeaBGC2011,29/06/2011,12:11,C12,SPI Cam,SPI plus Video Camera,467,A,355,55.25387,3.172223,31,
ME5301_ActualPositions_RC20130128.977,CEND1111,NSeaBGC2011,29/06/2011,12:15,C12,SPI Cam,SPI plus Video Camera,467,B,356,55.25391,3.172185,31,
ME5301_ActualPositions_RC20130128.978,CEND1111,NSeaBGC2011,29/06/2011,12:18,C12,SPI Cam,SPI plus Video Camera,467,C,357,55.25396,3.172129,31,
ME5301_ActualPositions_RC20130128.979,CEND1111,NSeaBGC2011,29/06/2011,12:22,C12,SPI Cam,SPI plus Video Camera,467,D,358,55.25399,3.172134,31,
ME5301_ActualPositions_RC20130128.980,CEND1111,NSeaBGC2011,29/06/2011,12:26,C12,SPI Cam,SPI plus Video Camera,467,E,359,55.25406,3.172089,31,
ME5301_ActualPositions_RC20130128.981,CEND1111,NSeaBGC2011,29/06/2011,12:50,C12,RST,Rosette,468,A,360,55.25403,3.172053,31,
ME5301_ActualPositions_RC20130128.982,CEND1111,NSeaBGC2011,29/06/2011,13:39,C12,NZ,NIOZ Box corer,469,A,363,55.25429,3.172036,31,
ME5301_ActualPositions_RC20130128.983,CEND1111,NSeaBGC2011,29/06/2011,13:46,C12,NZ,NIOZ Box corer,469,B,364,55.2543,3.172162,31,
ME5301_ActualPositions_RC20130128.984,CEND1111,NSeaBGC2011,29/06/2011,14:07,C12,NZ,NIOZ Box corer,469,C,366,55.25446,3.172068,31,
ME5301_ActualPositions_RC20130128.985,CEND1111,NSeaBGC2011,29/06/2011,13:58,C12,NZ,NIOZ Box corer,469,X,365,55.25437,3.172111,31,TRUE
ME5301_ActualPositions_RC20130128.986,CEND1111,NSeaBGC2011,29/06/2011,13:33,C12,NZ,NIOZ Box corer,469,X,362,55.25409,3.172073,31,TRUE
ME5301_ActualPositions_RC20130128.987,CEND1111,NSeaBGC2011,29/06/2011,13:22,C12,NZ,NIOZ Box corer,469,X,361,55.25402,3.172109,31,TRUE
ME5301_ActualPositions_RC20130128.988,CEND1111,NSeaBGC2011,29/06/2011,14:25,C12,JB,Jennings Beam Trawl (2 metre),470,A,367,55.25617,3.170774,30,
ME5301_ActualPositions_RC20130128.989,CEND1111,NSeaBGC2011,29/06/2011,14:41,C12,JB,Jennings Beam Trawl (2 metre),470,B,369,55.26161,3.167198,30,
ME5301_ActualPositions_RC20130128.990,CEND1111,NSeaBGC2011,29/06/2011,20:17,N04,SPI Cam,SPI plus Video Camera,471,A,371,56.04086,2.117408,85,
ME5301_ActualPositions_RC20130128.991,CEND1111,NSeaBGC2011,29/06/2011,20:20,N04,SPI Cam,SPI plus Video Camera,471,B,372,56.0409,2.117385,85,
ME5301_ActualPositions_RC20130128.992,CEND1111,NSeaBGC2011,29/06/2011,20:23,N04,SPI Cam,SPI plus Video Camera,471,C,373,56.04094,2.117348,85,
ME5301_ActualPositions_RC20130128.993,CEND1111,NSeaBGC2011,29/06/2011,20:25,N04,SPI Cam,SPI plus Video Camera,471,D,374,56.04099,2.117315,85,
ME5301_ActualPositions_RC20130128.994,CEND1111,NSeaBGC2011,29/06/2011,20:27,N04,SPI Cam,SPI plus Video Camera,471,E,375,56.04102,2.117314,85,
